   344    0.26187E+04    0.17349E+02    0.39037E-01    0.92907E+02
   345    0.25925E+04    0.17507E+02    0.39170E-01    0.91577E+02
   346    0.25666E+04    0.17663E+02    0.39302E-01    0.90219E+02
   347    0.25411E+04    0.17816E+02    0.39434E-01    0.88832E+02
   348    0.25159E+04    0.17968E+02    0.39566E-01    0.87417E+02
   349    0.24911E+04    0.18117E+02    0.39698E-01    0.85976E+02
   350    0.24667E+04    0.18264E+02    0.39829E-01    0.84508E+02
   351    0.24427E+04    0.18408E+02    0.39961E-01    0.83013E+02
   352    0.24190E+04    0.18550E+02    0.40092E-01    0.81494E+02
   353    0.23957E+04    0.18689E+02    0.40223E-01    0.79949E+02
   354    0.23728E+04    0.18826E+02    0.40354E-01    0.78380E+02
   355    0.23503E+04    0.18960E+02    0.40485E-01    0.76787E+02
   356    0.23282E+04    0.19091E+02    0.40616E-01    0.75172E+02
   357    0.23065E+04    0.19219E+02    0.40746E-01    0.73534E+02
   358    0.22852E+04    0.19345E+02    0.40877E-01    0.71875E+02
   359    0.22643E+04    0.19467E+02    0.41008E-01    0.70195E+02
   360    0.22439E+04    0.19587E+02    0.41139E-01    0.68496E+02
   361    0.22238E+04    0.19704E+02    0.41270E-01    0.66777E+02
   362    0.22041E+04    0.19817E+02    0.41401E-01    0.65039E+02
   363    0.21849E+04    0.19928E+02    0.41532E-01    0.63284E+02
   364    0.21661E+04    0.20035E+02    0.41663E-01    0.61511E+02
   365    0.21477E+04    0.20139E+02    0.41795E-01    0.59722E+02
   366    0.21298E+04    0.20240E+02    0.41926E-01    0.57917E+02
   367    0.21123E+04    0.20338E+02    0.42058E-01    0.56098E+02
   368    0.20952E+04    0.20432E+02    0.42190E-01    0.54264E+02
   369    0.20785E+04    0.20523E+02    0.42322E-01    0.52417E+02
   370    0.20623E+04    0.20610E+02    0.42455E-01    0.50556E+02
   371    0.20466E+04    0.20693E+02    0.42588E-01    0.48684E+02
   372    0.20313E+04    0.20773E+02    0.42721E-01    0.46801E+02
   373    0.20164E+04    0.20850E+02    0.42854E-01    0.44907E+02
   374    0.20020E+04    0.20923E+02    0.42988E-01    0.43004E+02
   375    0.19880E+04    0.20992E+02    0.43122E-01    0.41092E+02
   376    0.19745E+04    0.21058E+02    0.43257E-01    0.39172E+02
   377    0.19614E+04    0.21119E+02    0.43392E-01    0.37245E+02
   378    0.19487E+04    0.21178E+02    0.43528E-01    0.35311E+02
   379    0.19365E+04    0.21232E+02    0.43664E-01    0.33372E+02
   380    0.19248E+04    0.21283E+02    0.43800E-01    0.31429E+02
   381    0.19135E+04    0.21329E+02    0.43937E-01    0.29481E+02
   382    0.19026E+04    0.21372E+02    0.44075E-01    0.27530E+02
   383    0.18922E+04    0.21411E+02    0.44213E-01    0.25577E+02
   384    0.18822E+04    0.21446E+02    0.44352E-01    0.23623E+02
   385    0.18727E+04    0.21477E+02    0.44491E-01    0.21668E+02
   386    0.18636E+04    0.21504E+02    0.44631E-01    0.19713E+02
   387    0.18550E+04    0.21528E+02    0.44772E-01    0.17759E+02
   388    0.18468E+04    0.21547E+02    0.44913E-01    0.15807E+02
   389    0.18390E+04    0.21562E+02    0.45055E-01    0.13858E+02
   390    0.18317E+04    0.21573E+02    0.45197E-01    0.11912E+02
   391    0.18248E+04    0.21580E+02    0.45341E-01    0.99695E+01
   392    0.18184E+04    0.21584E+02    0.45485E-01    0.80324E+01
   393    0.18124E+04    0.21583E+02    0.45630E-01    0.61010E+01
   394    0.18068E+04    0.21578E+02    0.45776E-01    0.41762E+01
   395    0.18016E+04    0.21569E+02    0.45922E-01    0.22587E+01
   396    0.17969E+04    0.21557E+02    0.46069E-01    0.34938E+00
